date_block_num,shop_id,item_id,product_cnt,transactions,monthly_sales
33,14,22162,1,1,2
33,15,20111,1,1,1
33,15,21656,1,1,1
33,16,1384,1,1,3
33,16,15284,1,1,1
33,18,4352,1,1,1
33,18,14335,1,1,1
33,19,1563,4,4,1
33,19,16889,1,1,2
33,21,2791,1,1,7
33,21,5551,2,2,3
33,21,14393,2,2,1
33,21,17945,1,1,1
33,22,33,1,1,1
33,22,2293,1,1,1
33,22,4877,3,3,4
33,22,19094,1,1,1
33,24,5660,1,1,1
33,24,12610,1,1,1
33,24,17889,1,1,1
33,25,2100,2,2,1
33,25,3072,2,2,1
33,25,5232,1,1,3
33,25,6351,1,1,1
33,25,10424,1,1,1
33,25,13311,1,1,3
33,25,13400,1,1,1
33,25,21656,2,2,2
33,26,8732,1,1,1
33,26,11057,1,1,5
33,26,13246,5,5,2
33,28,6163,1,1,1
33,28,15049,1,1,3
33,28,15069,10,8,6
33,28,15897,2,2,1
33,28,18280,3,3,1
33,28,20456,1,1,1
33,31,4610,1,1,2
33,31,8237,5,5,5
33,31,10385,1,1,2
33,31,11268,1,1,1
33,31,15548,1,1,1
33,35,2882,2,2,1
33,35,10346,2,2,1
33,35,14809,1,1,2
33,35,15291,1,1,2
33,35,15323,1,1,1
33,35,19744,1,1,1
33,37,11811,1,1,1
33,37,12516,1,1,1
33,38,3641,1,1,1
33,38,15047,2,2,3
33,39,14386,1,1,1
33,41,7794,1,1,1
33,41,20614,1,1,2
33,42,2050,3,2,1
33,42,8570,3,2,2
33,42,18679,2,2,1
33,42,19093,1,1,2
33,44,18438,1,1,2
33,45,14102,1,1,2
33,45,16069,1,1,1
33,46,1857,1,1,2
33,46,2035,1,1,1
33,46,5233,1,1,2
33,47,1484,1,1,3
33,47,1814,3,3,1
33,47,6301,1,1,1
33,47,13274,1,1,1
33,47,13285,4,3,1
33,47,14227,1,1,1
33,49,14252,1,1,1
33,49,14442,1,1,1
33,50,2874,1,1,1
33,50,12020,3,3,1
33,52,1121,5,4,1
33,52,8852,1,1,1
33,52,15866,1,1,2
33,55,13098,47,23,55
33,56,9507,1,1,2
33,56,18129,1,1,2
33,56,19094,1,1,1
33,57,8779,2,2,2
33,57,11056,2,2,5
33,57,11975,1,1,1
33,58,1201,1,1,1
33,58,3678,1,1,1
33,58,5672,2,2,1
33,58,18825,1,1,2
33,59,3556,1,1,1
33,59,5362,1,1,1
33,59,15812,1,1,1
33,59,22100,1,1,1
33,2,15256,3,3,5
33,2,16071,1,1,1
33,3,3851,1,1,1
33,3,7872,5,1,66
33,5,9398,1,1,2
33,5,14437,1,1,1
33,5,21364,2,2,4
33,6,3731,6,6,8
33,6,5825,3,2,2
33,6,8528,1,1,1
33,6,14458,2,2,2
33,6,20609,1,1,1
33,7,1523,5,4,3
33,7,12083,1,1,1
33,7,14892,1,1,2
33,10,10515,1,1,1
33,10,16184,1,1,1
33,14,11354,4,4,5
33,15,6270,1,1,1
33,15,7894,3,3,7
33,15,14532,1,1,1
33,16,2152,1,1,2
33,16,7933,1,1,1
33,16,12421,2,2,1
33,16,15285,2,2,1
33,18,2799,1,1,4
33,18,8008,1,1,1
33,18,10216,1,1,2
33,19,3479,2,2,1
33,19,7071,2,2,2
33,19,12974,2,2,1
33,21,10477,1,1,2
33,21,13122,1,1,1
33,21,13411,1,1,1
33,22,16629,1,1,1
33,24,2697,1,1,1
33,24,7019,1,1,1
33,25,3245,1,1,2
33,25,5319,3,3,1
33,25,7235,1,1,1
33,25,8816,3,3,4
33,25,11711,2,2,3
33,25,12860,1,1,1
33,25,15257,7,5,5
33,25,18026,1,1,2
33,26,2861,2,2,1
33,28,5338,1,1,1
33,28,12125,1,1,2
33,28,15498,2,1,3
33,28,16067,1,1,1
33,31,10132,1,1,1
33,31,12705,1,1,1
33,31,14734,1,1,1
33,31,16227,3,2,7
33,31,19857,2,2,2
33,31,20833,2,2,1
33,31,21812,2,2,2
33,31,22101,2,2,2
33,34,3676,1,1,1
33,35,2286,1,1,2
33,35,8219,1,1,1
33,35,16923,3,2,3
33,37,2523,1,1,1
33,37,9356,8,4,8
33,38,2286,2,2,1
33,38,5945,1,1,1
33,38,6847,1,1,1
33,39,12134,1,1,1
33,39,15260,1,1,1
33,41,1486,1,1,3
33,41,5660,1,1,1
33,41,5946,2,2,1
33,42,5643,2,2,4
33,42,12091,1,1,1
33,42,15291,1,1,1
33,42,16733,1,1,1
33,42,19765,1,1,1
33,44,3832,1,1,1
33,44,5830,1,1,1
33,44,13122,1,1,1
33,46,1673,2,2,1
33,46,3851,2,2,2
33,46,5232,1,1,1
33,46,7863,1,1,1
33,46,11186,2,2,1
33,46,12463,1,1,1
33,47,13278,3,3,1
33,47,13415,1,1,1
33,47,16788,1,1,1
33,48,2635,1,1,1
33,48,16075,1,1,1
33,49,11159,2,2,2
33,49,14229,1,1,2
33,49,18036,2,2,1
33,49,20630,1,1,2
33,50,12881,2,2,1
33,52,5666,1,1,1
33,52,20274,1,1,1
33,53,5232,1,1,1
33,53,15067,2,2,2
33,53,16003,1,1,1
33,53,20335,1,1,1
33,55,3525,1,1,1
33,56,4248,2,2,2
33,56,8363,1,1,1
33,56,14318,1,1,1
33,56,20304,1,1,1
33,57,7267,2,2,2
33,57,9275,1,1,1
33,57,15470,3,2,1
33,57,16050,1,1,1
33,57,20623,1,1,1
33,57,21443,1,1,1
33,58,16221,2,2,3
33,2,5837,1,1,1
33,2,6727,1,1,1
33,2,9469,1,1,1
33,3,6082,2,2,1
33,4,10480,1,1,1
33,5,33,1,1,1
33,5,6497,2,2,2
33,6,3678,1,1,2
33,6,14252,2,2,1
33,7,4231,3,3,1
33,7,4233,2,2,3
33,7,8607,1,1,1
33,10,8363,1,1,1
33,10,21404,2,2,1
33,12,2550,1,1,1
33,12,20192,1,1,11
33,14,806,2,2,2
33,14,4839,1,1,1
33,14,11603,1,1,1
33,15,21673,1,1,2
33,16,20614,1,1,4
33,18,2744,1,1,1
33,18,4367,2,1,2
33,18,7087,1,1,2
33,19,8685,1,1,1
33,19,16657,1,1,1
33,19,16825,6,5,2
33,21,3731,5,5,4
33,21,6836,1,1,1
33,22,11571,1,1,1
33,24,19438,2,2,1
33,25,4336,2,2,1
33,25,11785,2,2,4
33,25,15037,1,1,1
33,25,15494,2,2,2
33,25,17332,1,1,3
33,25,18462,1,1,1
33,25,19885,1,1,1
33,25,22102,13,9,18
33,26,2100,1,1,1
33,26,5046,1,1,1
33,26,6378,1,1,1
33,26,12527,1,1,3
33,28,6128,1,1,1
33,28,13699,1,1,1
33,28,15798,4,4,4
33,28,20833,1,1,1
33,31,4248,3,3,4
33,31,5660,7,6,4
33,31,10381,1,1,2
33,31,19094,1,1,3
33,35,1971,1,1,2
33,35,2635,1,1,1
33,35,4555,1,1,5
33,35,6641,1,1,2
33,35,8078,1,1,1
33,35,10209,1,1,6
33,35,10331,2,2,1
33,35,20731,1,1,1
33,37,13363,1,1,1
33,38,2878,2,2,2
33,38,7657,1,1,1
33,38,13718,1,1,1
33,38,16205,1,1,1
33,39,7211,1,1,1
33,41,7928,1,1,1
33,41,14228,4,4,2
33,41,21928,1,1,1
33,42,1486,2,1,9
33,42,11159,6,6,3
33,42,13210,4,4,3
33,42,17270,6,6,1
33,42,19043,1,1,1
33,42,21812,1,1,1
33,45,9402,1,1,2
33,45,22087,1,1,1
33,46,2267,1,1,1
33,46,6407,1,1,1
33,46,8065,1,1,1
33,46,14421,3,3,1
33,46,15832,1,1,1
33,46,20567,1,1,2
33,47,3688,1,1,1
33,47,7790,3,2,3
33,47,8455,1,1,1
33,47,12463,1,1,1
33,47,13340,7,7,5
33,47,20404,1,1,2
33,48,1537,2,2,2
33,48,3353,4,4,1
33,48,4583,1,1,1
33,48,8322,1,1,1
33,48,12475,1,1,1
33,48,16825,2,2,4
33,49,5459,1,1,1
33,49,20644,1,1,1
33,52,14215,1,1,1
33,52,17388,1,1,2
33,52,21369,1,1,1
33,53,2206,1,1,1
33,55,616,2,2,2
33,55,4203,1,1,2
33,55,7057,2,2,4
33,56,4806,2,2,1
33,56,9565,1,1,1
33,56,11593,1,1,1
33,56,14668,1,1,2
33,57,1247,1,1,1
33,57,3641,1,1,1
33,57,4979,1,1,1
33,57,6164,1,1,1
33,57,7233,3,3,7
33,57,9976,1,1,1
33,57,15280,1,1,1
33,57,16573,1,1,2
33,57,17481,1,1,1
33,58,4516,1,1,2
33,58,5035,1,1,1
33,59,20866,4,4,2
33,2,1535,1,1,3
33,2,2918,2,2,2
33,2,5661,1,1,1
33,2,6457,1,1,3
33,2,14500,1,1,1
33,2,20629,1,1,1
33,3,22164,1,1,1
33,5,11913,1,1,1
33,6,2423,9,4,2
33,6,5638,1,1,1
33,6,6342,1,1,1
33,6,16923,2,2,2
33,7,16541,1,1,1
33,7,19602,1,1,1
33,10,12541,1,1,1
33,12,20404,3,2,2
33,14,16170,1,1,1
33,15,18622,1,1,1
33,16,22100,2,2,2
33,18,4470,1,1,1
33,18,6085,1,1,4
33,18,7673,1,1,1
33,18,11161,1,1,1
33,18,11186,1,1,1
33,19,10042,1,1,1
33,19,12871,1,1,1
33,19,21656,1,1,1
33,21,2635,1,1,2
33,21,2813,1,1,2
33,21,2868,1,1,1
33,21,4337,1,1,1
33,21,7792,1,1,2
33,21,15511,1,1,6
33,22,1467,1,1,1
33,22,10553,1,1,1
33,24,9870,1,1,1
33,25,1465,2,1,2
33,25,4240,1,1,2
33,25,6457,1,1,2
33,25,11046,1,1,1
33,25,12882,3,3,2
33,25,12912,2,2,6
33,25,13723,3,3,3
33,25,13869,1,1,1
33,25,14057,4,4,3
33,25,14690,1,1,1
33,26,8452,1,1,2
33,26,17270,3,3,1
33,28,2059,1,1,2
33,28,3464,1,1,2
33,28,3609,1,1,1
33,28,7390,1,1,2
33,28,7499,2,2,3
33,28,15045,3,3,4
33,28,18029,1,1,3
33,31,1467,2,2,3
33,31,6005,1,1,1
33,31,6027,2,2,1
33,31,6092,1,1,1
33,31,6252,3,3,1
33,31,7006,2,1,1
33,31,9366,1,1,1
33,31,15067,3,3,20
33,31,15112,3,3,2
33,31,17376,1,1,1
33,31,19968,1,1,2
33,31,21445,1,1,1
33,35,12021,1,1,2
33,37,31,1,1,2
33,37,1548,1,1,2
33,38,1469,1,1,1
33,38,1914,2,2,2
33,38,13159,1,1,2
33,38,16788,1,1,3
33,38,20304,1,1,5
33,38,22100,3,2,5
33,39,2431,1,1,1
33,39,3341,1,1,5
33,39,20949,87,29,117
33,41,10659,1,1,1
33,41,20448,4,3,4
33,42,93,1,1,1
33,42,1467,1,1,5
33,42,2594,1,1,1
33,42,3734,1,1,1
33,42,4870,3,3,4
33,42,12337,1,1,1
33,42,22013,1,1,1
33,44,15511,1,1,1
33,46,4841,1,1,1
33,46,12082,1,1,1
33,46,15706,1,1,1
33,47,5816,2,2,2
33,48,1846,1,1,2
33,48,4413,1,1,1
33,48,19985,1,1,1
33,49,4721,1,1,9
33,49,8547,1,1,1
33,49,15866,1,1,1
33,50,4181,2,2,4
33,52,4261,1,1,2
33,52,10888,1,1,1
33,53,14247,2,2,1
33,53,14957,1,1,1
33,55,6429,17,9,4
33,55,7088,2,2,2
33,56,1564,1,1,3
33,56,7233,1,1,3
33,57,4615,1,1,2
33,57,5012,1,1,1
33,57,5663,1,1,2
33,57,15446,1,1,1
33,57,16721,1,1,1
33,57,18911,1,1,1
33,57,19317,1,1,1
33,58,1469,1,1,1
33,58,1483,2,2,1
33,58,12472,3,3,1
33,58,13458,1,1,3
33,58,14659,1,1,2
33,58,20285,1,1,3
33,59,10379,1,1,1
33,59,13697,2,2,2
33,3,16054,1,1,1
33,3,20613,1,1,1
33,4,4138,2,2,1
33,4,7029,1,1,2
33,5,13457,2,2,1
33,6,787,3,3,1
33,6,2422,4,4,2
33,6,2639,1,1,1
33,6,3353,5,4,13
33,6,15866,2,2,1
33,6,16057,1,1,1
33,6,17374,1,1,1
33,6,20629,2,2,1
33,7,1121,5,5,2
33,7,3787,1,1,1
33,7,4573,1,1,1
33,7,4719,6,6,19
33,7,12797,1,1,1
33,7,15759,1,1,1
33,12,8738,1,1,3
33,12,19894,4,4,1
33,14,787,2,2,1
33,14,2819,1,1,1
33,14,19183,1,1,1
33,15,18028,1,1,1
33,15,18911,1,1,1
33,15,20630,1,1,1
33,16,5660,1,1,1
33,16,8528,1,1,2
33,18,1557,1,1,3
33,18,1563,1,1,5
33,18,5246,1,1,1
33,18,7393,2,2,1
33,19,1384,2,2,4
33,19,3341,2,2,4
33,19,14828,3,3,6
33,21,5037,1,1,2
33,21,7894,3,3,1
33,24,7270,1,1,1
33,24,12552,1,1,1
33,24,14396,1,1,2
33,24,22087,1,1,1
33,25,1495,1,1,1
33,25,3896,1,1,1
33,25,4385,4,4,2
33,25,9930,5,4,2
33,25,10477,1,1,2
33,25,14258,2,2,1
33,25,15067,23,11,32
33,25,15552,1,1,1
33,25,17898,3,3,3
33,25,20949,461,31,388
33,26,1467,2,2,1
33,28,3480,1,1,2
33,28,7459,1,1,1
33,28,10064,1,1,1
33,28,11682,1,1,1
33,28,19436,2,2,2
33,31,2744,1,1,4
33,31,4535,1,1,1
33,31,5005,1,1,1
33,31,8470,2,2,1
33,31,10292,7,6,15
33,31,11915,1,1,1
33,35,2861,1,1,1
33,35,8693,1,1,1
33,37,4385,6,6,7
33,37,15067,1,1,1
33,37,22167,1,1,1
33,38,2808,2,2,2
33,38,3713,1,1,1
33,38,3935,1,1,1
33,38,7173,1,1,1
33,38,14552,2,2,2
33,39,13464,2,2,1
33,41,2035,1,1,1
33,41,5822,1,1,1
33,41,16657,1,1,1
33,42,3236,2,1,1
33,42,5490,1,1,1
33,42,5657,2,2,9
33,42,9976,1,1,1
33,42,15276,1,1,2
33,44,18622,2,2,1
33,45,31,2,2,1
33,46,10342,1,1,1
33,46,10346,1,1,1
33,46,15836,1,1,1
33,46,20629,1,1,1
33,47,1564,1,1,5
33,47,5684,1,1,1
33,47,7328,1,1,2
33,47,12830,1,1,1
33,47,13317,1,1,1
33,47,15284,1,1,2
33,48,4467,3,3,2
33,48,13616,1,1,1
33,49,17660,1,1,1
33,52,9532,1,1,1
33,52,11925,1,1,1
33,53,3141,1,1,1
33,53,15225,1,1,1
33,53,16206,1,1,2
33,53,18032,1,1,1
33,55,69,12,9,6
33,55,833,8,7,6
33,56,12730,1,1,1
33,56,14227,2,2,3
33,57,2040,1,1,1
33,57,2958,1,1,1
33,57,6836,1,1,1
33,57,8736,4,4,9
33,57,13716,1,1,3
33,57,16843,1,1,1
33,57,19430,1,1,1
33,58,67,1,1,1
33,58,1753,1,1,1
33,58,3967,1,1,1
33,58,7872,1,1,3
33,58,10429,3,3,2
33,58,12917,2,2,1
33,58,13834,1,1,1
33,58,13881,1,1,1
33,59,2283,1,1,3
33,59,9403,1,1,1
33,59,11011,1,1,1
33,2,6062,1,1,3
33,2,6090,1,1,4
33,3,3558,1,1,3
33,3,15069,9,8,3
33,3,20614,1,1,1
33,5,13324,1,1,1
33,5,17785,1,1,1
33,6,1879,1,1,1
33,6,4085,1,1,2
33,6,4660,1,1,1
33,6,7087,1,1,2
33,7,16113,1,1,5
33,7,16946,1,1,1
33,10,15265,1,1,1
33,12,3731,9,8,10
33,12,13529,6,5,10
33,12,15067,7,3,73
33,14,2424,1,1,1
33,14,5913,1,1,2
33,14,7724,1,1,2
33,14,17376,1,1,1
33,15,2269,5,5,1
33,15,10887,1,1,1
33,15,11593,2,2,2
33,15,13294,1,1,1
33,15,14267,1,1,1
33,16,1571,1,1,1
33,16,7736,1,1,1
33,16,15552,1,1,1
33,18,2090,1,1,1
33,18,2872,3,3,1
33,18,4872,1,1,2
33,19,5643,1,1,1
33,19,6252,1,1,2
33,19,6376,1,1,2
33,19,7075,2,2,3
33,21,408,1,1,1
33,21,13246,5,5,14
33,21,17302,1,1,1
33,21,17717,10,9,19
33,22,19692,1,1,1
33,24,2744,1,1,1
33,24,6740,1,1,1
33,24,7741,1,1,1
33,25,8544,5,5,7
33,25,15900,1,1,1
33,25,16436,2,2,1
33,25,20831,1,1,1
33,26,4348,1,1,2
33,26,15112,3,3,1
33,26,20346,1,1,1
33,28,3822,1,1,1
33,28,6057,2,2,1
33,28,7384,2,2,1
33,28,8335,2,2,1
33,28,13415,2,2,1
33,28,14840,3,2,3
33,28,15047,4,2,2
33,28,17748,1,1,3
33,28,19688,3,3,2
33,28,20734,1,1,2
33,31,1815,1,1,2
33,31,3158,1,1,1
33,31,3423,3,3,6
33,31,6931,2,2,1
33,31,10676,1,1,1
33,31,13609,1,1,1
33,31,15255,4,4,17
33,31,18714,1,1,1
33,35,2285,1,1,1
33,35,2753,4,4,2
33,37,1970,1,1,1
33,37,2461,1,1,1
33,37,11498,1,1,1
33,37,16826,1,1,1
33,39,4416,1,1,1
33,41,806,1,1,3
33,41,4719,5,5,16
33,41,6156,1,1,1
33,42,14064,2,2,2
33,42,16160,1,1,1
33,42,16234,1,1,1
33,42,17748,2,2,1
33,42,18163,2,2,1
33,44,5829,1,1,2
33,44,15112,1,1,2
33,45,10378,1,1,1
33,46,2780,1,1,1
33,46,4885,1,1,1
33,46,14801,3,3,4
33,46,16106,1,1,1
33,47,14830,6,4,4
33,47,15112,1,1,5
33,47,21367,1,1,1
33,47,22091,1,1,7
33,48,5945,1,1,1
33,48,17936,1,1,1
33,50,4271,1,1,1
33,50,6618,1,1,1
33,50,11772,1,1,1
33,50,16147,1,1,1
33,53,6695,1,1,1
33,53,7856,1,1,3
33,53,13339,3,3,1
33,56,18595,1,1,2
33,57,4840,3,3,15
33,57,6618,1,1,1
33,57,6931,1,1,1
33,58,9805,1,1,1
33,58,11141,1,1,2
33,58,11252,1,1,1
33,59,8448,2,2,3
33,59,10476,1,1,1
33,2,3350,8,7,11
33,2,4248,1,1,1
33,2,19688,1,1,1
33,3,1483,1,1,1
33,3,2818,1,1,2
33,3,5035,1,1,4
33,3,16170,1,1,1
33,5,20606,2,2,1
33,6,15069,15,8,15
33,6,17921,1,1,1
33,7,1837,1,1,1
33,7,2104,1,1,1
33,7,5675,6,3,5
33,7,5822,7,6,7
33,10,5823,2,2,2
33,12,5043,2,2,6
33,14,3115,1,1,1
33,15,5242,1,1,1
33,15,6674,2,2,3
33,15,11055,1,1,1
33,16,6027,1,1,2
33,16,12463,2,2,1
33,18,4085,1,1,3
33,18,6234,2,2,1
33,18,7327,1,1,1
33,18,7931,2,1,1
33,18,15832,1,1,1
33,18,19093,1,1,2
33,18,19438,1,1,2
33,19,1564,1,1,1
33,19,3445,1,1,4
33,19,4892,2,2,1
33,21,18044,1,1,5
33,21,18456,1,1,4
33,24,4962,1,1,1
33,24,9532,1,1,3
33,24,12686,1,1,1
33,25,1535,1,1,1
33,25,10209,5,4,6
33,25,12204,1,1,1
33,25,13588,1,1,2
33,25,15229,1,1,1
33,25,15304,1,1,2
33,25,18036,4,4,1
33,26,8548,4,4,7
33,26,10352,1,1,1
33,26,15040,1,1,1
33,28,10177,5,5,8
33,28,13292,1,1,1
33,28,13716,3,3,1
33,28,15321,1,1,1
33,28,18617,1,1,1
33,28,19058,2,2,2
33,28,22154,1,1,1
33,31,6316,1,1,1
33,31,7839,1,1,1
33,31,7935,1,1,1
33,31,11324,2,2,1
33,31,15397,1,1,2
33,31,21528,1,1,1
33,31,22091,4,4,2
33,35,486,1,1,2
33,35,13076,1,1,1
33,37,4719,2,2,15
33,37,15239,1,1,3
33,37,20607,1,1,2
33,38,18384,1,1,1
33,38,20448,2,2,1
33,42,5486,1,1,1
33,42,13110,1,1,1
33,42,13699,2,2,1
33,42,17375,1,1,1
33,44,5552,1,1,1
33,45,11921,2,2,1
33,46,7338,1,1,1
33,46,13237,1,1,2
33,46,22088,2,2,2
33,47,15480,2,2,2
33,48,5840,2,2,1
33,48,10347,1,1,1
33,50,10659,2,2,2
33,50,14803,1,1,6
33,50,16116,1,1,1
33,52,4351,2,2,1
33,52,10207,1,1,3
33,53,4717,1,1,3
33,53,5999,1,1,1
33,53,14252,1,1,1
33,53,14839,3,3,13
33,55,6435,6,5,2
33,56,11931,1,1,2
33,56,14164,1,1,1
33,57,6506,1,1,2
33,57,8855,1,1,1
33,57,10478,1,1,2
33,57,10495,1,1,2
33,57,12194,1,1,1
33,57,13720,1,1,1
33,59,3351,7,6,14
33,59,4885,1,1,1
33,59,5659,1,1,1
33,59,10987,1,1,2
33,59,19894,1,1,1
33,2,9356,6,3,1
33,2,15481,3,3,1
33,3,13505,5,3,2
33,4,13889,1,1,1
33,5,18686,1,1,1
33,6,5655,1,1,1
33,6,8336,1,1,1
33,6,16451,1,1,1
33,6,22088,2,2,2
33,7,10210,8,6,6
33,7,10438,1,1,1
33,12,2040,3,3,1
33,12,4085,1,1,1
33,12,22102,25,13,18
33,14,12974,1,1,1
33,14,13827,1,1,1
33,14,18163,1,1,2
33,15,12796,1,1,1
33,15,18734,1,1,2
33,16,19688,1,1,1
33,18,1332,1,1,1
33,18,4996,1,1,1
33,18,12472,1,1,2
33,18,19406,1,1,2
33,19,12021,2,2,3
33,19,13237,1,1,1
33,21,4478,1,1,1
33,21,22164,3,3,2
33,22,8528,2,2,2
33,22,13699,1,1,1
33,22,15052,1,1,1
33,22,21365,1,1,8
33,24,4249,1,1,1
33,24,8702,1,1,1
33,24,13968,1,1,1
33,24,21811,1,1,1
33,25,2035,3,3,5
33,25,7839,1,1,1
33,25,11496,1,1,1
33,25,12193,1,1,1
33,25,15546,1,1,2
33,26,4084,2,2,4
33,26,4261,2,2,2
33,26,19093,1,1,2
33,28,1555,1,1,3
33,28,6624,1,1,1
33,28,12803,1,1,1
33,28,15221,1,1,1
33,28,15520,1,1,3
33,28,20844,2,2,1
33,28,21624,1,1,2
33,31,5830,1,1,1
33,31,8570,2,2,1
33,31,11056,6,5,6
33,31,11975,4,4,1
33,31,13122,2,2,3
33,31,14310,1,1,1
33,31,17764,3,3,1
33,31,18368,1,1,2
33,31,18571,2,2,2
33,31,19814,1,1,1
33,31,21811,5,4,1
33,34,3243,2,2,1
33,34,13401,1,1,1
33,37,15284,1,1,3
33,38,464,1,1,1
33,38,5829,3,2,1
33,38,19430,2,2,2
33,41,1914,3,3,3
33,41,15050,2,2,1
33,42,2884,1,1,1
33,42,9165,1,1,1
33,42,9413,1,1,1
33,42,11774,1,1,1
33,42,12526,1,1,1
33,42,13218,7,7,6
33,42,15483,1,1,1
33,42,19884,1,1,1
33,42,21442,1,1,2
33,44,9870,1,1,1
33,44,16003,2,2,1
33,44,21358,1,1,1
33,45,15066,1,1,2
33,45,18454,1,1,1
33,45,19093,1,1,1
33,45,20949,28,12,15
33,46,13286,1,1,2
33,46,19597,1,1,2
33,47,3732,3,3,3
33,49,3350,5,4,4
33,50,1249,1,1,1
33,50,2308,2,2,1
33,50,4838,2,2,3
33,50,15481,1,1,1
33,53,3917,1,1,1
33,53,4870,1,1,1
33,53,9914,1,1,1
33,56,5039,1,1,1
33,56,10186,1,1,1
33,57,3141,4,4,5
33,57,5361,1,1,1
33,57,12675,6,5,13
33,58,7791,3,3,3
33,58,7812,3,3,2
33,58,11922,1,1,1
33,59,8736,2,2,2
33,3,15238,1,1,1
33,4,6185,5,5,1
33,4,10207,3,3,1
33,5,9985,1,1,2
33,6,3096,1,1,1
33,6,3787,1,1,1
33,6,18843,1,1,1
33,7,4872,1,1,3
33,10,6738,1,1,1
33,12,4843,1,1,49
33,12,5653,1,1,1
33,12,13260,1,1,1
33,12,15226,1,1,1
33,12,16033,1,1,1
33,12,22101,3,3,7
33,15,5459,2,2,1
33,15,12194,1,1,2
33,16,1465,2,2,1
